title,studio,domestic_gross,foreign_gross,year,worldwide_gross
Toy Story 3,BV,415000000.0,652000000.0,2010,1067000000.0
Alice in Wonderland (2010),BV,334200000.0,691300000.0,2010,1025500000.0
Harry Potter and the Deathly Hallows Part 1,WB,296000000.0,664300000.0,2010,960300000.0
Inception,WB,292600000.0,535700000.0,2010,828300000.0
Shrek Forever After,P/DW,238700000.0,513900000.0,2010,752600000.0
The Twilight Saga: Eclipse,Sum.,300500000.0,398000000.0,2010,698500000.0
Iron Man 2,Par.,312400000.0,311500000.0,2010,623900000.0
Tangled,BV,200800000.0,391000000.0,2010,591800000.0
Despicable Me,Uni.,251500000.0,291600000.0,2010,543100000.0
How to Train Your Dragon,P/DW,217600000.0,277300000.0,2010,494900000.0
Clash of the Titans (2010),WB,163200000.0,330000000.0,2010,493200000.0
The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104400000.0,311300000.0,2010,415700000.0
The King's Speech,Wein.,135500000.0,275400000.0,2010,410900000.0
Tron Legacy,BV,172100000.0,228000000.0,2010,400100000.0
The Karate Kid,Sony,176600000.0,182500000.0,2010,359100000.0
Prince of Persia: The Sands of Time,BV,90800000.0,245600000.0,2010,336400000.0
Black Swan,FoxS,107000000.0,222400000.0,2010,329400000.0
Megamind,P/DW,148400000.0,173500000.0,2010,321900000.0
Robin Hood,Uni.,105300000.0,216400000.0,2010,321700000.0
The Last Airbender,Par.,131800000.0,187900000.0,2010,319700000.0
Little Fockers,Uni.,148400000.0,162200000.0,2010,310600000.0
Resident Evil: Afterlife,SGem,60100000.0,240100000.0,2010,300200000.0
Shutter Island,Par.,128000000.0,166800000.0,2010,294800000.0
Salt,Sony,118300000.0,175200000.0,2010,293500000.0
Sex and the City 2,WB (NL),95300000.0,193000000.0,2010,288300000.0
The Tourist,Sony,67600000.0,210700000.0,2010,278300000.0
The Expendables,LGF,103100000.0,171400000.0,2010,274500000.0
Grown Ups,Sony,162000000.0,109400000.0,2010,271400000.0
Knight & Day,Fox,76400000.0,185500000.0,2010,261900000.0
True Grit,Par.,171200000.0,81000000.0,2010,252200000.0
Gulliver's Travels,Fox,42800000.0,194600000.0,2010,237400000.0
Percy Jackson & The Olympians: The Lightning Thief,Fox,88800000.0,137700000.0,2010,226500000.0
The Social Network,Sony,97000000.0,128000000.0,2010,225000000.0
Valentine's Day,WB (NL),110500000.0,106000000.0,2010,216500000.0
The Sorcerer's Apprentice,BV,63200000.0,152100000.0,2010,215300000.0
Due Date,WB,100500000.0,111200000.0,2010,211700000.0
Eat Pray Love,Sony,80600000.0,124000000.0,2010,204600000.0
Yogi Bear,WB,100200000.0,101300000.0,2010,201500000.0
Red,Sum.,90400000.0,108600000.0,2010,199000000.0
Paranormal Activity 2,Par.,84800000.0,92800000.0,2010,177600000.0
The A-Team,Fox,77200000.0,100000000.0,2010,177200000.0
Jackass 3-D,Par.,117200000.0,54500000.0,2010,171700000.0
The Other Guys,Sony,119200000.0,51200000.0,2010,170400000.0
Unstoppable,Fox,81600000.0,86200000.0,2010,167800000.0
Step Up 3-D,BV,42400000.0,116900000.0,2010,159300000.0
The Book of Eli,WB,94800000.0,62300000.0,2010,157100000.0
The Town,WB,92200000.0,61800000.0,2010,154000000.0
Date Night,Fox,98700000.0,53600000.0,2010,152300000.0
Legend of the Guardians: The Owls of Ga'Hoole,WB,55700000.0,84400000.0,2010,140100000.0
The Wolfman,Uni.,62000000.0,77800000.0,2010,139800000.0
The Bounty Hunter,Sony,67099999.0,69300000.0,2010,136399999.0
Saw 3D,LGF,45700000.0,90400000.0,2010,136100000.0
Wall Street: Money Never Sleeps,Fox,52500000.0,82300000.0,2010,134800000.0
The Fighter,Par.,93600000.0,35600000.0,2010,129200000.0
Predators,Fox,52000000.0,75200000.0,2010,127200000.0
A Nightmare on Elm Street (2010),WB (NL),63100000.0,52600000.0,2010,115700000.0
Dear John,SGem,80000000.0,35000000.0,2010,115000000.0
Cats & Dogs: The Revenge of Kitty Galore,WB,43600000.0,68900000.0,2010,112500000.0
Tooth Fairy,Fox,60000000.0,52400000.0,2010,112400000.0
Life as We Know It,WB,53400000.0,52300000.0,2010,105700000.0
Hereafter,WB,32700000.0,72500000.0,2010,105200000.0
The Girl with the Dragon Tattoo,MBox,10100000.0,94300000.0,2010,104400000.0
Love and Other Drugs,Fox,32400000.0,70500000.0,2010,102900000.0
Aftershock (Tangshan Dadizhen),CL,63000.0,100200000.0,2010,100263000.0
Killers,LGF,47100000.0,51100000.0,2010,98200000.0
Kick-Ass,LGF,48100000.0,48100000.0,2010,96200000.0
Green Zone,Uni.,35100000.0,59800000.0,2010,94900000.0
Nanny McPhee Returns,Uni.,29000000.0,64200000.0,2010,93200000.0
Get Him to the Greek,Uni.,61000000.0,30300000.0,2010,91300000.0
Burlesque,SGem,39400000.0,50100000.0,2010,89500000.0
The Last Song,BV,63000000.0,26100000.0,2010,89100000.0
Dinner for Schmucks,P/DW,73000000.0,13800000.0,2010,86800000.0
Marmaduke,Fox,33600000.0,50100000.0,2010,83700000.0
Piranha 3D,W/Dim.,25000000.0,58200000.0,2010,83200000.0
Oceans,BV,19400000.0,63200000.0,2010,82600000.0
Edge of Darkness,WB,43300000.0,37800000.0,2010,81100000.0
Vampires Suck,Fox,36700000.0,43900000.0,2010,80600000.0
Letters to Juliet,Sum.,53000000.0,26100000.0,2010,79100000.0
The Back-Up Plan,CBS,37500000.0,40000000.0,2010,77500000.0
If You Are the One 2 (Fei Cheng Wu Rao II),CL,427000.0,75600000.0,2010,76027000.0
Diary of a Wimpy Kid,Fox,64000000.0,11700000.0,2010,75700000.0
Easy A,SGem,58400000.0,16600000.0,2010,75000000.0
Hubble 3D,WB,52400000.0,21500000.0,2010,73900000.0
Takers,SGem,57700000.0,11300000.0,2010,69000000.0
Tales from Earthsea,BV,48500.0,68600000.0,2010,68648500.0
Legion (2010),SGem,40200000.0,27800000.0,2010,68000000.0
The American,Focus,35600000.0,32299999.0,2010,67899999.0
The Last Exorcism,LGF,41000000.0,26700000.0,2010,67700000.0
The Next Three Days,LGF,21100000.0,46300000.0,2010,67400000.0
The Girl Who Played with Fire,MBox,7600000.0,59500000.0,2010,67100000.0
Skyline,Uni.,21400000.0,45400000.0,2010,66800000.0
Hot Tub Time Machine,MGM,50300000.0,14300000.0,2010,64600000.0
Devil,Uni.,33600000.0,29100000.0,2010,62700000.0
127 Hours,FoxS,18300000.0,42400000.0,2010,60700000.0
Tyler Perry's Why Did I Get Married Too?,LGF,60100000.0,578000.0,2010,60678000.0
Secretariat,BV,59700000.0,537000.0,2010,60237000.0
The Ghost Writer,Sum.,15500000.0,44700000.0,2010,60200000.0
Morning Glory,Par.,31000000.0,29000000.0,2010,60000000.0
Remember Me,Sum.,19100000.0,37000000.0,2010,56100000.0
Cop Out,WB,44900000.0,10700000.0,2010,55600000.0
The Crazies,Over.,39100000.0,15700000.0,2010,54800000.0
From Paris with Love,LGF,24100000.0,28700000.0,2010,52800000.0
Daybreakers,LGF,30100000.0,21300000.0,2010,51400000.0
Alpha and Omega,LGF,25100000.0,25400000.0,2010,50500000.0
The Switch,Mira.,27800000.0,22100000.0,2010,49900000.0
She's Out of My League,Par.,32000000.0,17800000.0,2010,49800000.0
Death at a Funeral (2010),SGem,42700000.0,6300000.0,2010,49000000.0
How Do You Know,Sony,30200000.0,18500000.0,2010,48700000.0
Charlie St. Cloud,Uni.,31200000.0,17000000.0,2010,48200000.0
Scott Pilgrim vs. the World,Uni.,31500000.0,16100000.0,2010,47600000.0
Heartbreaker,IFC,504000.0,46900000.0,2010,47404000.0
The Spy Next Door,LGF,24300000.0,20900000.0,2010,45200000.0
"The Good, the Bad, the Weird",IFC,128000.0,44100000.0,2010,44228000.0
Machete,Fox,26600000.0,17500000.0,2010,44100000.0
The Girl Who Kicked the Hornet's Nest,MBox,5200000.0,38300000.0,2010,43500000.0
The Man From Nowhere,CJ,528000.0,42500000.0,2010,43028000.0
When in Rome,BV,32700000.0,10400000.0,2010,43100000.0
My Name is Khan,FoxS,4000000.0,38300000.0,2010,42300000.0
Going the Distance,WB (NL),17800000.0,24200000.0,2010,42000000.0
The Concert,Wein.,658000.0,40500000.0,2010,41158000.0
Agora,NM,619000.0,38400000.0,2010,39019000.0
For Colored Girls,LGF,37700000.0,17300.0,2010,37717300.0
Brooklyn's Finest,Over.,27200000.0,9300000.0,2010,36500000.0
Furry Vengeance,Sum.,17600000.0,18600000.0,2010,36200000.0
Faster,CBS,23200000.0,12400000.0,2010,35600000.0
The Kids Are All Right,Focus,20800000.0,13900000.0,2010,34700000.0
You Will Meet a Tall Dark Stranger,SPC,3200000.0,31000000.0,2010,34200000.0
The Secret in Their Eyes,SPC,6400000.0,27600000.0,2010,34000000.0
Avatar: Special Edition,Fox,10700000.0,22500000.0,2010,33200000.0
Leap Year,Uni.,25900000.0,6700000.0,2010,32600000.0
You Again,BV,25700000.0,6300000.0,2010,32000000.0
Mesrine: Killer Instinct,MBox,552000.0,30500000.0,2010,31052000.0
The Losers,WB,23600000.0,5800000.0,2010,29400000.0
Case 39,ParV,13300000.0,14900000.0,2010,28200000.0
Ramona and Beezus,Fox,26200000.0,1100000.0,2010,27300000.0
Splice,WB,17000000.0,9800000.0,2010,26800000.0
Fair Game (2010),Sum.,9500000.0,14600000.0,2010,24100000.0
Let Me In,Over.,12100000.0,12000000.0,2010,24100000.0
Mao's Last Dancer,Gold.,4800000.0,17500000.0,2010,22300000.0
Just Wright,FoxS,21500000.0,29900.0,2010,21529900.0
Our Family Wedding,FoxS,20300000.0,1200000.0,2010,21500000.0
My Soul to Take,Uni.,14700000.0,6200000.0,2010,20900000.0
71 Into the Fire,JS,177000.0,20800000.0,2010,20977000.0
"I Love You, Phillip Morris",RAtt.,2000000.0,18700000.0,2010,20700000.0
Country Strong,SGem,20200000.0,310000.0,2010,20510000.0
Another Year,SPC,3200000.0,16500000.0,2010,19700000.0
Youth in Revolt,W/Dim.,15300000.0,4400000.0,2010,19700000.0
Buried,LGF,1000000.0,18100000.0,2010,19100000.0
[Rec] 2,Magn.,27800.0,18500000.0,2010,18527800.0
Repo Men,Uni.,13800000.0,4600000.0,2010,18400000.0
A Prophet (Un prophète),SPC,2100000.0,15800000.0,2010,17900000.0
Soul Kitchen,IFC,277000.0,17600000.0,2010,17877000.0
Mother (2010),Magn.,552000.0,16600000.0,2010,17152000.0
Micmacs,SPC,1300000.0,15100000.0,2010,16400000.0
The Nutcracker in 3D,Free,195000.0,16000000.0,2010,16195000.0
Sea Rex 3D: Journey to a Prehistoric World,3D,6100000.0,9900000.0,2010,16000000.0
I Hate Luv Storys,UTV,848000.0,14900000.0,2010,15748000.0
Extraordinary Measures,CBS,12100000.0,3100000.0,2010,15200000.0
Somewhere,Focus,1800000.0,12200000.0,2010,14000000.0
Winter's Bone,RAtt.,6500000.0,7300000.0,2010,13800000.0
The Last Station,SPC,6600000.0,6900000.0,2010,13500000.0
Raajneeti,UTV,1500000.0,11100000.0,2010,12600000.0
Made in Dagenham,SPC,1100000.0,11300000.0,2010,12400000.0
Blue Valentine,Wein.,9700000.0,2600000.0,2010,12300000.0
Tamara Drewe,SPC,560000.0,11400000.0,2010,11960000.0
Chloe,SPC,3100000.0,8600000.0,2010,11700000.0
Looking for Eric,IFC,55800.0,11500000.0,2010,11555800.0
The Warrior's Way,Rela.,5700000.0,5400000.0,2010,11100000.0
I Am Love,Magn.,5000000.0,5900000.0,2010,10900000.0
Jonah Hex,WB,10500000.0,356000.0,2010,10856000.0
Harry Brown,Gold.,1800000.0,8500000.0,2010,10300000.0
Cyrus,FoxS,7500000.0,2500000.0,2010,10000000.0
Conviction,FoxS,6800000.0,2900000.0,2010,9700000.0
Get Low,SPC,9200000.0,518000.0,2010,9718000.0
Babies,Focus,7300000.0,2200000.0,2010,9500000.0
Stone,Over.,1800000.0,7700000.0,2010,9500000.0
Peepli Live,UTV,758000.0,8700000.0,2010,9458000.0
Never Let Me Go,FoxS,2400000.0,7000000.0,2010,9400000.0
Mid-August Lunch,Zeit.,675000.0,8700000.0,2010,9375000.0
MacGruber,Uni.,8500000.0,797000.0,2010,9297000.0
City Island,Anch.,6700000.0,1200000.0,2010,7900000.0
Inside Job,SPC,4300000.0,3600000.0,2010,7900000.0
The Joneses,RAtt.,1500000.0,5500000.0,2010,7000000.0
Centurion,Magn.,124000.0,6700000.0,2010,6824000.0
Animal Kingdom,SPC,1000000.0,5700000.0,2010,6700000.0
Nowhere Boy,Wein.,1500000.0,5100000.0,2010,6600000.0
It's Kind of a Funny Story,Focus,6400000.0,128000.0,2010,6528000.0
"Waiting for ""Superman""",ParV,6400000.0,9300.0,2010,6409300.0
Greenberg,Focus,4200000.0,1900000.0,2010,6100000.0
Coco Chanel & Igor Stravinsky,SPC,1600000.0,4099999.0,2010,5699999.0
Vincere,IFC,619000.0,5100000.0,2010,5719000.0
The Illusionist (2010),SPC,2200000.0,3400000.0,2010,5600000.0
Exit Through the Gift Shop,PDA,3300000.0,2000000.0,2010,5300000.0
Mademoiselle Chambon,Lorb.,532000.0,4700000.0,2010,5232000.0
Solitary Man,Anch.,4400000.0,818000.0,2010,5218000.0
Rabbit Hole,LGF,2200000.0,2900000.0,2010,5100000.0
Vision,Zeit.,435000.0,4600000.0,2010,5035000.0
Mother and Child,SPC,1100000.0,3900000.0,2010,5000000.0
The Runaways,App.,3600000.0,1100000.0,2010,4700000.0
Four Lions,Drft.,305000.0,4400000.0,2010,4705000.0
Wild Grass,SPC,404000.0,4200000.0,2010,4604000.0
Please Give,SPC,4000000.0,280000.0,2010,4280000.0
Monsters,Magn.,237000.0,4000000.0,2010,4237000.0
Rare Exports: A Christmas Tale,Osci.,236000.0,3800000.0,2010,4036000.0
The Killer Inside Me,IFC,217000.0,3800000.0,2010,4017000.0
The Perfect Game,IW,1000000.0,2800000.0,2010,3800000.0
To Save a Life,Gold.,3800000.0,45800.0,2010,3845800.0
Inspector Bellamy,IFC,108000.0,3600000.0,2010,3708000.0
Catfish,Rog.,3200000.0,242000.0,2010,3442000.0
Wild Target,Free,109000.0,3300000.0,2010,3409000.0
Outside the Law (Hors-la-loi),UNKNOWN,96900.0,3300000.0,2010,3396900.0
Frozen (2010),Anch.,246000.0,2900000.0,2010,3146000.0
Dabangg,Eros,1300000.0,1700000.0,2010,3000000.0
Kites,Relbig.,1600000.0,1300000.0,2010,2900000.0
Letters to God,Viv.,2800000.0,60300.0,2010,2860300.0
Twelve,Hann.,184000.0,2400000.0,2010,2584000.0
Tees Maar Khan,UTV,1100000.0,1400000.0,2010,2500000.0
Fish Tank,IFC,375000.0,2000000.0,2010,2375000.0
Housefull,Eros,1200000.0,1200000.0,2010,2400000.0
Golmaal 3,Eros,1100000.0,935000.0,2010,2035000.0
After.Life,Anch.,109000.0,1900000.0,2010,2009000.0
Cairo Time,IFC,1600000.0,391000.0,2010,1991000.0
Guzaarish,UTV,1000000.0,695000.0,2010,1695000.0
Ondine,Magn.,550000.0,1100000.0,2010,1650000.0
Anjaana Anjaani,Eros,855000.0,761000.0,2010,1616000.0
John Rabe,Strand,67500.0,1400000.0,2010,1467500.0
Restrepo,NGE,1300000.0,105000.0,2010,1405000.0
Raavan,Relbig.,709000.0,648000.0,2010,1357000.0
The City of Your Final Destination,Scre.,493000.0,859000.0,2010,1352000.0
Ajami,Kino,622000.0,669000.0,2010,1291000.0
Army of Crime,Lorb.,37000.0,1200000.0,2010,1237000.0
Lebanon,SPC,368000.0,830000.0,2010,1198000.0
Howl,Osci.,617000.0,566000.0,2010,1183000.0
Videocracy,Kino,23700.0,1200000.0,2010,1223700.0
When You're Strange,Abr.,246000.0,901000.0,2010,1147000.0
The Salvation Poem (Poema de Salvacion),CZ,915000.0,183000.0,2010,1098000.0
Casino Jack,ATO,1000000.0,40700.0,2010,1040700.0
Leaving,IFC,176000.0,893000.0,2010,1069000.0
Khatta Meetha,Eros,542000.0,499000.0,2010,1041000.0
We Are Family,UTV,638000.0,393000.0,2010,1031000.0
Leaves of Grass,First,70100.0,949000.0,2010,1019100.0
North Face,MBox,711000.0,216000.0,2010,927000.0
Creation,NM,341000.0,555000.0,2010,896000.0
No One Knows About Persian Cats,IFC,81800.0,798000.0,2010,879800.0
Carlos,IFC,146000.0,726000.0,2010,872000.0
Hideaway (Le Refuge),Strand,34500.0,837000.0,2010,871500.0
The Disappearance of Alice Creed,Anch.,167000.0,701000.0,2010,868000.0
Break Ke Baad,Relbig.,428000.0,389000.0,2010,817000.0
Veer (2010),Eros,527000.0,277000.0,2010,804000.0
Life During Wartime,IFC,281000.0,487000.0,2010,768000.0
Enter the Void,IFC,336000.0,418000.0,2010,754000.0
The Secret of Kells,GK,677000.0,62700.0,2010,739700.0
No Problem,Eros,285000.0,369000.0,2010,654000.0
All Good Things,Magn.,582000.0,62500.0,2010,644500.0
Jack Goes Boating,Over.,542000.0,77600.0,2010,619600.0
Holy Rollers,FInd.,303000.0,305000.0,2010,608000.0
Chain Letter,NFC,139000.0,447000.0,2010,586000.0
I Spit on Your Grave,Anch.,93100.0,480000.0,2010,573100.0
I'm Still Here,Magn.,409000.0,160000.0,2010,569000.0
Salt of this Sea,Lorb.,11700.0,545000.0,2010,556700.0
Undertow (2010),TFC,109000.0,393000.0,2010,502000.0
Father of My Children,IFC,144000.0,335000.0,2010,479000.0
The Greatest (2010),Pala.,115000.0,359000.0,2010,474000.0
The Extra Man,Magn.,453000.0,4500.0,2010,457500.0
Dogtooth,Kino,110000.0,274000.0,2010,384000.0
The Tempest,Mira.,278000.0,68700.0,2010,346700.0
The Good Heart,Magn.,20900.0,323000.0,2010,343900.0
Formosa Betrayed,Scre.,225000.0,101000.0,2010,326000.0
Red Hill,Strand,21100.0,300000.0,2010,321100.0
Welcome to the Rileys,Gold.,159000.0,158000.0,2010,317000.0
"A Woman, A Gun and A Noodle Shop",SPC,191000.0,121000.0,2010,312000.0
The Girl on the Train,Strand,208000.0,97100.0,2010,305100.0
Mesrine: Public Enemy No. 1,MBox,275000.0,28100.0,2010,303100.0
44 Inch Chest,Imag.,39000.0,255000.0,2010,294000.0
Karthik Calling Karthik,Eros,286000.0,7100.0,2010,293100.0
Eyes Wide Open,NAV,26300.0,250000.0,2010,276300.0
Waste Land,Arth.,188000.0,88700.0,2010,276700.0
South of the Border,CLS,199000.0,70800.0,2010,269800.0
Human Centipede,IFC,181000.0,70700.0,2010,251700.0
"Lovely, Still",Mont.,128000.0,106000.0,2010,234000.0
The Girl (Flickan),Olive,2200.0,229000.0,2010,231200.0
Bitch Slap,Free,17400.0,182000.0,2010,199400.0
Chance Pe Dance,UTV,169000.0,24300.0,2010,193300.0
Client 9: The Rise and Fall of Eliot Spitzer,Magn.,189000.0,3500.0,2010,192500.0
Perrier's Bounty,IFC,800.0,167000.0,2010,167800.0
Around a Small Mountain,CGld,33200.0,131000.0,2010,164200.0
Spring Fever,Strand,10800.0,150000.0,2010,160800.0
The Eclipse,Magn.,133000.0,26400.0,2010,159400.0
George A. Romero's Survival of the Dead,Magn.,102000.0,41500.0,2010,143500.0
The Romantics,FOAK,107000.0,17300.0,2010,124300.0
Freakonomics,Magn.,101000.0,16400.0,2010,117400.0
Saint John of Las Vegas,IVP,103000.0,9100.0,2010,112100.0
Band Baaja Baaraat,Yash,43800.0,60700.0,2010,104500.0
Kisses,Osci.,81700.0,15300.0,2010,97000.0
Waking Sleeping Beauty,BV,80700.0,4200.0,2010,84900.0
Enemies of the People,ICir,73200.0,6400.0,2010,79600.0
Hadewijch,IFC,5000.0,57500.0,2010,62500.0
As Good as Dead,First,2000.0,53600.0,2010,55600.0
Inhale,IFC,4100.0,51000.0,2010,55100.0
District B13: Ultimatum,Magn.,36100.0,16200.0,2010,52300.0
GasLand,WOW,30800.0,18600.0,2010,49400.0
Boogie Woogie,IFC,2600.0,44900.0,2010,47500.0
Come Undone (2010),FM,10000.0,31300.0,2010,41300.0
The Red Baron,Mont.,37200.0,3100.0,2010,40300.0
Bluebeard,Strand,33500.0,5200.0,2010,38700.0
Daddy Longlegs,IFC,21800.0,11500.0,2010,33300.0
Nenette,Kino,18000.0,5400.0,2010,23400.0
Picture Me,Strand,12000.0,10400.0,2010,22400.0
The Thorn in the Heart,Osci.,7400.0,10500.0,2010,17900.0
Harry Potter and the Deathly Hallows Part 2,WB,381000000.0,960500000.0,2011,1341500000.0
Transformers: Dark of the Moon,P/DW,352400000.0,771400000.0,2011,1123800000.0
Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000.0,2011,1045700000.0
The Twilight Saga: Breaking Dawn Part 1,Sum.,281300000.0,430900000.0,2011,712200000.0
Mission: Impossible - Ghost Protocol,Par.,209400000.0,485300000.0,2011,694700000.0
Kung Fu Panda 2,P/DW,165200000.0,500400000.0,2011,665600000.0
Fast Five,Uni.,209800000.0,416300000.0,2011,626100000.0
The Hangover Part II,WB,254500000.0,332300000.0,2011,586800000.0
The Smurfs,Sony,142600000.0,421100000.0,2011,563700000.0
Cars 2,BV,191500000.0,370700000.0,2011,562200000.0
Puss in Boots,P/DW,149300000.0,405700000.0,2011,555000000.0
Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000.0,2011,545400000.0
Rio,Fox,143600000.0,341000000.0,2011,484600000.0
Rise of the Planet of the Apes,Fox,176800000.0,305000000.0,2011,481800000.0
Thor,Par.,181000000.0,268300000.0,2011,449300000.0
The Adventures of Tintin,Par.,77600000.0,296400000.0,2011,374000000.0
Captain America: The First Avenger,Par.,176700000.0,193900000.0,2011,370600000.0
X-Men: First Class,Fox,146400000.0,207200000.0,2011,353600000.0
Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000.0,2011,342700000.0
Real Steel,BV,85500000.0,213800000.0,2011,299300000.0
Bridesmaids,Uni.,169100000.0,119300000.0,2011,288400000.0
Super 8,Par.,127000000.0,133100000.0,2011,260100000.0
Rango,Par.,123500000.0,122200000.0,2011,245700000.0
The Girl with the Dragon Tattoo (2011),Sony,102500000.0,130100000.0,2011,232600000.0
The Green Hornet,Sony,98800000.0,129000000.0,2011,227800000.0
Immortals,Rela.,83500000.0,143400000.0,2011,226900000.0
Green Lantern,WB,116600000.0,103300000.0,2011,219900000.0
The Help,BV,169700000.0,46900000.0,2011,216600000.0
Bad Teacher,Sony,100300000.0,115900000.0,2011,216200000.0
Just Go With It,Sony,103000000.0,111900000.0,2011,214900000.0
Battle: Los Angeles,Sony,83600000.0,128300000.0,2011,211900000.0
Horrible Bosses,WB (NL),117500000.0,92100000.0,2011,209600000.0
Paranormal Activity 3,Par.,104000000.0,103000000.0,2011,207000000.0
Gnomeo and Juliet,BV,100000000.0,94000000.0,2011,194000000.0
Mr. Popper's Penguins,Fox,68200000.0,119100000.0,2011,187300000.0
Hugo,Par.,73900000.0,111900000.0,2011,185800000.0
The Lion King (in 3D),BV,94200000.0,91300000.0,2011,185500000.0
Hop,Uni.,108100000.0,75900000.0,2011,184000000.0
War Horse,BV,79900000.0,97700000.0,2011,177600000.0
The Descendants,FoxS,82600000.0,94700000.0,2011,177300000.0
Cowboys & Aliens,Uni.,100200000.0,74600000.0,2011,174800000.0
In Time,Fox,37500000.0,136400000.0,2011,173900000.0
Zookeeper,Sony,80400000.0,89500000.0,2011,169900000.0
The Muppets,BV,88600000.0,76600000.0,2011,165200000.0
Limitless,Rela.,79200000.0,82600000.0,2011,161800000.0
Johnny English Reborn,Uni.,8300000.0,151800000.0,2011,160100000.0
Final Destination 5,WB (NL),42600000.0,115300000.0,2011,157900000.0
Tower Heist,Uni.,78000000.0,74900000.0,2011,152900000.0
Midnight in Paris,SPC,56800000.0,94300000.0,2011,151100000.0
Happy Feet Two,WB,64000000.0,86400000.0,2011,150400000.0
I Am Number Four,BV,55100000.0,94800000.0,2011,149900000.0
Jack and Jill,Sony,74200000.0,75500000.0,2011,149700000.0
Friends with Benefits,SGem,55800000.0,93700000.0,2011,149500000.0
No Strings Attached,Par.,70700000.0,78600000.0,2011,149300000.0
Arthur Christmas,Sony,46500000.0,101000000.0,2011,147500000.0
Source Code,Sum.,54700000.0,92600000.0,2011,147300000.0
"Crazy, Stupid, Love.",WB,84400000.0,58500000.0,2011,142900000.0
New Year's Eve,WB (NL),54500000.0,87500000.0,2011,142000000.0
Contagion,WB,75700000.0,59800000.0,2011,135500000.0
The Artist,Wein.,44700000.0,88800000.0,2011,133500000.0
The Three Musketeers (2011),Sum.,20400000.0,111900000.0,2011,132300000.0
Unknown,WB,63700000.0,67099999.0,2011,130799999.0
The Adjustment Bureau,Uni.,62500000.0,65400000.0,2011,127900000.0
We Bought a Zoo,Fox,75600000.0,44500000.0,2011,120100000.0
Water for Elephants,Fox,58700000.0,58400000.0,2011,117100000.0
The Iron Lady,Wein.,30000000.0,84900000.0,2011,114900000.0
Moneyball,Sony,75600000.0,34600000.0,2011,110200000.0
Sanctum,Uni.,23200000.0,85400000.0,2011,108600000.0
Justin Bieber: Never Say Never,Par.,73000000.0,26000000.0,2011,99000000.0
Paul,Uni.,37400000.0,60600000.0,2011,98000000.0
Scream 4,W/Dim.,38200000.0,59000000.0,2011,97200000.0
Insidious,FD,54000000.0,43000000.0,2011,97000000.0
The Rite,WB (NL),33000000.0,63000000.0,2011,96000000.0
Dolphin Tale,WB,72300000.0,23100000.0,2011,95400000.0
Season of the Witch,Rela.,24800000.0,66800000.0,2011,91600000.0
Sucker Punch,WB,36400000.0,53400000.0,2011,89800000.0
Red Riding Hood,WB,37700000.0,51500000.0,2011,89200000.0
Spy Kids: All the Time in the World,W/Dim.,38500000.0,47000000.0,2011,85500000.0
J. Edgar,WB,37300000.0,47600000.0,2011,84900000.0
Hall Pass,WB (NL),45100000.0,38100000.0,2011,83200000.0
"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000.0,2011,82700000.0
Abduction,LGF,28100000.0,54000000.0,2011,82100000.0
"Tinker, Tailor, Soldier, Spy",Focus,24100000.0,56500000.0,2011,80600000.0
Priest,SGem,29100000.0,49200000.0,2011,78300000.0
Drive (2011),FD,35100000.0,41100000.0,2011,76200000.0
The Mechanic,CBS,29100000.0,47000000.0,2011,76100000.0
The Ides of March,Sony,41000000.0,35000000.0,2011,76000000.0
The Change-Up,Uni.,37100000.0,38400000.0,2011,75500000.0
The Lincoln Lawyer,LGF,58000000.0,17000000.0,2011,75000000.0
Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,19700000.0,2011,72400000.0
Larry Crowne,Uni.,35600000.0,36400000.0,2011,72000000.0
The Dilemma,Uni.,48500000.0,21200000.0,2011,69700000.0
The Darkest Hour,Sum.,21400000.0,43200000.0,2011,64600000.0
Hanna,Focus,40300000.0,23500000.0,2011,63800000.0
Footloose (2011),Par.,51800000.0,11700000.0,2011,63500000.0
Elite Squad: The Enemy Within,Vari.,100000.0,62900000.0,2011,63000000.0
Colombiana,TriS,36700000.0,24300000.0,2011,61000000.0
Something Borrowed,WB,39000000.0,21100000.0,2011,60100000.0
One Day,Focus,13800000.0,45500000.0,2011,59300000.0
Beginning of the Great Revival,CL,151000.0,58200000.0,2011,58351000.0
Killer Elite,ORF,25100000.0,31300000.0,2011,56400000.0
Extremely Loud & Incredibly Close,WB,31800000.0,23400000.0,2011,55200000.0
The Tree of Life,FoxS,13300000.0,41000000.0,2011,54300000.0
Tyler Perry's Madea's Big Happy Family,LGF,53300000.0,816000.0,2011,54116000.0
Detective Dee and the Mystery of the Phantom Flame,IM,460000.0,51300000.0,2011,51760000.0
Winnie the Pooh,BV,26700000.0,23200000.0,2011,49900000.0
Conan the Barbarian (2011),LGF,21300000.0,27500000.0,2011,48800000.0
Soul Surfer,TriS,43900000.0,3200000.0,2011,47100000.0
War of the Arrows,CJ,251000.0,45800000.0,2011,46051000.0
